,name,phone,location
1523,마루종합동물병원,033-742-7582,강원도 원주시 단계동
1524,마루한동물병원,031-261-0133,경기도 용인시 수지구 상현동
1525,마리,,경기도 의정부시 낙양동
1526,마리,9130182,경기도 고양시 일산서구 탄현동
1527,마리네 동물병원,070-7721-0075,제주특별자치도 제주시 애월읍 유수암리
1528,마리동물병원,,
1529,마리동물병원,672-7379,경기도 부천시 여월동
1530,마리동물병원,055-232-2642,경상남도 창원시 마산회원구 내서읍 삼계리
1531,마리동물병원,"051-901-7482,010-8379-8275",부산광역시 강서구 범방동
1532,마리동물병원,051-702-5750,부산광역시 해운대구 좌동
1533,마리동물병원,02-323-7582,서울특별시 마포구 동교동
1534,마리동물병원,054-638-7553,경상북도 영주시 가흥동
1535,마리동물의료센터,070-8807-8375,경기도 용인시 처인구 백암면 백암리
1536,마리동물의료센터 경기남부 분원(출장전문병원),,경기도 평택시 청북읍 현곡리
1537,마리스동물의료센터,02-442-8287,서울특별시 강동구 암사동
1538,마린동물병원,055-544-8500,경상남도 창원시 진해구 풍호동
1539,마린시티 종합동물병원,747-7407,부산광역시 해운대구 우동
1540,마린파크 동물병원,051-746-4119,부산광역시 해운대구 우동
1541,마사랑동물병원,,경기도 과천시 주암동
1542,마산가축병원,055-255-5459,경상남도 창원시 마산회원구 회성동
1543,마산가축병원,055-255-5459,경상남도 창원시 마산회원구 회성동
1544,마석동물병원,031-551-8275,
1545,마송동물병원,,경기도 김포시 통진읍 서암리
1546,마스터동물병원 (출장전문동물병원),031-676-3828,경기도 안성시 가사동
1547,마야동물병원,064-753-2007,제주특별자치도 제주시 조천읍 교래리
1548,마음가득동물병원,031-667-8275,경기도 평택시 이충동
1549,마음동물병원,062)571-1275,광주광역시 북구 신용동
1550,마음동물병원,02-897-9993,경기도 광명시 소하동
1551,마음반려 동물의료원,031-211-0975,경기도 수원시 팔달구 인계동
1552,마음사랑 동물병원,26662611,서울특별시 강서구 내발산동
1553,마음을 나누는 동물병원,365-7582,서울특별시 서대문구 북아현동
1554,마음을 읽어주는 마음동물병원,053-741-7474,대구광역시 수성구 만촌동
1555,마이펫 동물병원,042-581-7555,대전광역시 중구 유천동
1556,마이펫 동물병원,428-8275,인천광역시 남동구 간석동
1557,마이펫 동물병원,286-8275,충청북도 청주시흥덕구 수곡동
1558,마이펫동물병원,511-7544,경기도 남양주시 화도읍 마석우리
1559,마이펫동물병원,,경기도 남양주시 화도읍 마석우리
1560,마이펫동물의료센터,512-2575,서울특별시 강남구 삼성동
1561,마일스톤피그클리닉(출장진료전문),,충청남도 예산군 덕산면 신평리
1562,마크로24시 동물병원,486-3375,대전광역시 서구 월평동
1563,마포 키다리 동물병원,02-376-7675,서울특별시 마포구 성산동
1564,만년YES동물병원,477-7575,대전광역시 서구 만년동
1565,만덕24시동물병원,0513380075,부산광역시 북구 만덕동
1566,만박동물병원,0512547744,부산광역시 서구 토성동1가
1567,만세동물병원,031-319-7583,경기도 시흥시 정왕동
1568,만수동물병원,467-8450,인천광역시 남동구 만수동
1569,만촌동물병원,753-3545,대구광역시 수성구 만촌동
1570,말바우동물병원,262-5535,광주광역시 북구 우산동
1571,맑은 동물병원,02-2234-1379,서울특별시 동대문구 신설동
1572,맑은동물병원,064-787-8886,제주특별자치도 서귀포시 표선면 세화리
1573,맑은숲동물병원,662-8222,경기도 평택시 이충동
1574,맘s 동물병원,0519119630,부산광역시 영도구 남항동2가
1575,맘동물병원,031-548-1175,경기도 수원시 영통구 이의동
1576,맘스동물의료센터,,경기도 부천시 상동
1577,망미동물병원,753-7580,부산광역시 연제구 연산동
1578,망원동물종합병원,02-332-0175,서울특별시 마포구 망원동
1579,매일동물병원,761-0355,전라남도 광양시 광양읍 인동리
1580,매탄동물병원,031-211-0075,경기도 수원시 영통구 매탄동
1581,맥동물병원,657-1062,경기도 평택시 평택동
1582,멍멍냐옹동물병원,,인천광역시 남동구 구월동
1583,메디 포즈 동물병원,,경기도 남양주시 와부읍 월문리
1584,메디펫 동물병원,586-7501,서울특별시 서초구 서초동
1585,메디펫동물병원,02-384-0075,서울특별시 은평구 갈현동
1586,메디펫우리동물병원,257-7582,울산광역시 남구 달동
1587,메디힐동물병원,02-6275-0075,경기도 광명시 일직동
1588,메르시 동물병원,0317070701,경기도 성남시 분당구 판교동
1589,메리 동물병원,031-296-7582,경기도 수원시 권선구 호매실동
1590,메이 동물병원,211-3375,울산광역시 중구 남외동
1591,메이동물메디컬센터,285-7975,전라북도 전주시 완산구 중화산동2가
1592,메이동물병원,462-0070,인천광역시 남동구 만수동
1593,메이동물의료센터,051-752-6667,부산광역시 수영구 광안동
1594,메이플 동물의료센터,02-426-7979,서울특별시 강동구 강일동
1595,메이플동물병원,561-7508,인천광역시 서구 원당동
1596,메인동물메디컬센터,,서울특별시 노원구 공릉동
1597,메인동물병원,,충청북도 청주시 청원구 오창읍 양청리
1598,메종동물병원,02-2038-7555,서울특별시 중구 신당동
1599,메타 동물의료센터,031-831-5508,경기도 화성시 반송동
1600,메트로 동물병원,755-8355,대구광역시 수성구 만촌동
1601,메트로동물병원,055-253-0075,경상남도 창원시 마산회원구 양덕동
1602,메트로동물병원,"623-7588,011-808-2648",부산광역시 남구 용호동
1603,멘토동물병원,053-291-7579,대구광역시 수성구 범물동
1604,면목동물병원,437-7579,서울특별시 중랑구 면목동
1605,명 동물 병원,673-9177,충청남도 태안군 태안읍 남문리
1606,명 축산동물병원,041-862-5777,충청남도 연기군 조치원읍 정리
1607,명 축산동물병원,,세종특별자치시  조치원읍 정리
1608,명곡역 동물병원,053-633-7579,대구광역시 달성군 화원읍 명곡리
1609,명동물병원,041-549-2222,충청남도 아산시 온천동
1610,명동물병원,452-7582,경기도 군포시 금정동
1611,명문종합동물병원,031-556-6250,경기도 구리시 수택동
1612,명성동물병원,061-867-3444,전라남도 장흥군 관산읍 옥당리
1613,명성동물병원,,경기도 과천시 주암동
1614,명성동물병원,"043-283-7583, 010-9417-7582",충청북도 청주시 상당구 미원면 미원리
1615,명성동물병원,043-283-7583,충청북도 청원군 미원면 미원리
1616,명성동물병원,031-642-7582~3,경기도 이천시 설성면 장천리
1617,명수의병원,,경상북도 경산시 삼북동
1618,명지오션시티동물병원,051-271-7582,부산광역시 강서구 명지동
1619,명지종합동물병원,051)271-8889,부산광역시 강서구 명지동
1620,명진동물병원,053-943-8275,대구광역시 동구 신암동
1621,명진동물병원,645-8272,충청북도 제천시 하소동
1622,모두동물병원,02-2060-7975,서울특별시 구로구 개봉동
1623,모두애동물병원,032-832-7275,인천광역시 연수구 송도동
1624,모라동물병원,325-1638,부산광역시 사상구 모라동
1625,모란동물병원,031-767-7588,경기도 광주시 경안동
1626,모란동물병원,752-7779,경기도 성남시 중원구 성남동
1627,모래내 동물병원,274-7500,전라북도 전주시 덕진구 인후동2가
1628,모모동물병원,0226627975,서울특별시 강서구 마곡동
1629,모범동물병원,02-532-1740,서울특별시 동작구 사당동
1630,모서동물병원,533-2123,경상북도 상주시 모서면 삼포리
1631,모아 동물병원,031-733-2010,경기도 성남시 수정구 신흥동
1632,모아동물병원,02-6085-4777,경기도 광명시 하안동
1633,모양동물병원,,전라북도 고창군 고창읍 읍내리
1634,모현동물병원,,전라북도 익산시 모현동1가
1635,목감동물병원,031-482-7585,경기도 시흥시 조남동
1636,목감시티동물병원,031-504-7559,경기도 시흥시 조남동
1637,목도 동물병원,,충청북도 괴산군 불정면 목도리
1638,목동 동물병원,2648-8275,서울특별시 양천구 목동
1639,목자동물병원,,경상남도 남해군 남해읍 남변리
1640,목포동물병원,0612737582,전라남도 목포시 용당동
1641,무등동물병원,,전라남도 나주시 이창동
1642,무등동물병원,,광주광역시 북구 임동
1643,무안동물병원,352-0135,경상남도 밀양시 무안면 무안리
1644,무안종합동물병원,061-454-2928,전라남도 무안군 무안읍 성내리
1645,무양반려동물병원,,경상북도 상주시 무양동
1646,무진장축협동물병원,063-351-2391,전라북도 장수군 장수읍 장수리
1647,문 동물병원,,전라북도 장수군 장수읍 두산리
1648,문경가축병원,,경상북도 문경시 문경읍 하리
1649,문경축협 동물병원,054-550-7433,경상북도 문경시 흥덕동
1650,문경축협 동물병원,054-550-7433,경상북도 문경시 흥덕동
1651,문덕동물병원,,
1652,문동물병원(출장진료전문병원),,충청북도 충주시 대소원면 만정리
1653,문막동물병원,033-735-7582,강원도 원주시 문막읍 건등리
1654,문산동물병원,031-953-7570,경기도 파주시 문산읍 문산리
1655,문수동물병원,651-6514,전라남도 여수시 율촌면 상봉리
1656,문수동물병원,052-223-5575,울산광역시 남구 무거동
1657,문정탑동물병원,431-0275,서울특별시 송파구 문정동
1658,문정힐스 동물병원,,서울특별시 송파구 문정동
1659,문종합동물병원,"582-3363,562-1729",대구광역시 달서구 이곡동
1660,문현동물병원,634-4017,부산광역시 남구 문현동
1661,문혜동물병원,452-5894,강원도 철원군 갈말읍 군탄리
1662,물빛동물병원,468-7975,인천광역시 남동구 서창동
1663,뮤동물병원,044-868-2542,세종특별자치시  한솔동
1664,미니주동물병원,2651-8575,서울특별시 양천구 목동
1665,미담동물의료센터,031-575-7975,경기도 남양주시 별내동
1666,미드미동물병원,031-998-6473,경기도 김포시 마산동
1667,미드미동물의료센터,,서울특별시 강동구 명일동
1668,미듬동물병원,,제주특별자치도 서귀포시 대정읍 하모리
1669,미라클 동물병원,032-832-1175,인천광역시 연수구 송도동
1670,미래동물병원,,세종특별자치시  조치원읍 신안리
1671,미래동물병원,2608-0234,서울특별시 강서구 화곡동
1672,미래동물병원,054-433-7582,경상북도 김천시 성내동
1673,미래동물병원,971-8987,경상북도 칠곡군 왜관읍 왜관리
1674,미래동물병원,,경기도 고양시 일산서구 덕이동
1675,미래동물병원,,대전광역시 동구 용운동
1676,미래동물병원,,전라북도 부안군 부안읍 봉덕리
1677,미래동물병원,,경상남도 창녕군 영산면 동리
1678,미래동물병원,323-8274,전라남도 함평군 월야면 월악리
1679,미래동물병원,041-942-7062,충청남도 청양군 청양읍 읍내리
1680,미래동물병원,386-6092,서울특별시 은평구 갈현동
1681,미래동물병원,949-5975,서울특별시 노원구 공릉동
1682,미래동물병원(출장진료전문동물병원),,경상남도 함안군 칠원읍 용산리
1683,미래동물의료센터,031-705-2475,경기도 성남시 분당구 서현동
1684,미래동물의료센터 성남점,031-757-2475,경기도 성남시 수정구 수진동
1685,미래연합동물병원,054-335-6708,경상북도 영천시 금호읍 교대리
1686,미래종합동물병원,063-833-7582,전라북도 익산시 어양동
1687,미래종합동물병원,033-257-7533,강원도 춘천시 석사동
1688,미래지동물의료센터,2233-7574,서울특별시 중구 신당동
1689,미래펫 동물병원,273-5911,울산광역시 남구 신정동
1690,미래펫 동물병원,055-262-7590,경상남도 창원시 성산구 반림동
1691,미르 동물병원,662-2479,경기도 부천시 중동
1692,미르 동물병원,,전라남도 보성군 보성읍 우산리
1693,미르동물병원,054-292-3112,경상북도 포항시 남구 오천읍 용덕리
1694,미르동물병원,062-413-8275,광주광역시 광산구 수완동
1695,미르동물병원,581-7535,대구광역시 달서구 이곡동
1696,미리내동물병원,574-7580,경기도 남양주시 별내동
1697,미사 다나을 동물병원,031-8027-3999,경기도 하남시 망월동
